invoice_id,account_id,product_id,invoice_date,due_date,paid_date,amount,invoice_status
811,79,5,2023-01-25,2024-07-20,,303.0,Overdue
812,79,5,2024-01-10,2024-10-22,2024-05-24,342.0,Paid
813,79,5,2024-07-04,2024-10-09,,321.0,Paid
814,79,5,2024-12-05,2023-11-26,,357.0,Paid
815,79,5,2024-01-24,2023-10-19,2024-08-13,357.0,Paid
816,79,5,2024-11-03,2024-06-09,,285.0,Paid
817,79,5,2023-10-13,2023-12-21,2023-07-16,321.0,Paid
818,79,5,2023-08-31,2024-01-19,2024-08-13,249.0,Paid
819,79,5,2023-11-12,2023-12-25,2024-06-30,276.0,Paid
820,79,5,2024-07-14,2024-08-14,,339.0,Paid
821,79,5,2023-11-24,2023-08-04,2024-06-14,312.0,Paid
822,79,5,2024-06-06,2023-07-25,2023-03-24,339.0,Paid
823,79,5,2024-10-12,2024-12-08,,327.0,Paid
824,79,5,2023-12-26,2023-05-18,2023-05-01,330.0,Paid
825,79,5,2024-03-10,2024-03-18,2023-03-10,345.0,Paid
826,81,5,2024-04-19,2023-07-18,2023-07-28,1284.0,Overdue
827,81,5,2023-02-09,2024-04-15,2023-11-17,1440.0,Overdue
828,81,5,2024-03-25,2024-06-07,2024-10-14,1356.0,Overdue
829,81,5,2024-11-03,2024-01-27,,1236.0,Paid
830,81,5,2023-05-24,2024-07-06,2023-06-14,1344.0,Paid
831,81,5,2024-11-25,2024-06-07,2023-08-07,1380.0,Paid
832,81,5,2024-07-29,2024-06-16,2023-07-14,1416.0,Paid
833,81,5,2024-03-04,2024-06-30,,1092.0,Overdue
834,81,5,2023-04-10,2023-05-09,,960.0,Overdue
835,81,5,2024-03-13,2023-07-23,2024-02-12,1068.0,Paid
836,81,5,2023-09-16,2023-06-27,2024-05-28,996.0,Overdue
837,81,5,2023-07-26,2025-01-03,2023-02-07,1080.0,Paid
838,81,5,2023-10-07,2023-11-24,2024-03-08,1032.0,Paid
839,81,5,2024-11-12,2024-01-30,2024-05-20,1404.0,Overdue
840,81,5,2023-11-23,2024-05-29,,1176.0,Paid
841,81,5,2024-05-30,2024-02-27,2023-02-23,1356.0,Overdue
842,81,5,2023-07-11,2024-11-04,2024-01-18,1032.0,Overdue
843,81,5,2023-11-16,2024-03-18,,1368.0,Paid
844,81,5,2023-06-13,2023-05-15,,1392.0,Overdue
845,81,5,2023-02-04,2023-07-06,2023-12-29,1176.0,Overdue
846,81,5,2023-03-23,2023-09-16,2024-06-04,1068.0,Paid
847,81,5,2023-10-10,2023-07-24,2024-04-09,1116.0,Paid
848,81,5,2023-05-07,2024-03-04,2024-01-18,1380.0,Overdue
849,81,5,2023-04-06,2024-05-20,2024-06-18,1116.0,Paid
850,81,5,2023-12-04,2023-03-18,2023-12-23,1356.0,Paid
851,83,5,2023-10-15,2023-11-16,2024-02-10,324.0,Paid
852,83,5,2023-04-15,2023-07-31,,294.0,Paid
853,83,5,2024-07-29,2023-04-01,2024-02-16,270.0,Paid
854,83,5,2024-11-16,2024-05-17,2024-12-17,240.0,Overdue
855,83,5,2024-06-27,2024-05-19,,276.0,Paid
856,83,5,2024-09-24,2023-08-01,2024-01-29,336.0,Paid
857,83,5,2023-10-02,2023-06-29,2024-03-03,339.0,Paid
858,83,5,2024-12-04,2023-08-29,2024-02-17,252.0,Overdue
859,83,5,2024-08-10,2023-02-06,2023-05-20,288.0,Paid
860,83,5,2024-09-14,2024-05-16,,315.0,Paid
861,83,5,2023-05-24,2024-07-15,,270.0,Paid
862,83,5,2024-01-16,2023-08-05,2024-09-24,318.0,Overdue
863,83,5,2023-06-28,2023-09-26,2023-09-22,345.0,Overdue
864,83,5,2024-03-07,2024-12-16,2024-07-11,336.0,Paid
865,83,5,2023-08-27,2024-04-27,2024-12-01,255.0,Paid
866,83,5,2024-06-02,2023-10-08,2024-02-18,357.0,Paid
867,83,5,2024-09-30,2024-07-25,2024-04-15,276.0,Paid
868,83,5,2023-01-21,2023-05-22,,360.0,Paid
869,83,5,2023-12-24,2023-02-20,,342.0,Paid
870,83,5,2024-11-11,2024-09-14,2023-09-29,282.0,Paid
871,83,5,2024-09-23,2023-08-13,,285.0,Paid
872,83,5,2024-02-29,2025-01-13,,315.0,Paid
873,83,5,2024-06-23,2024-08-24,2024-11-24,360.0,Paid
874,83,5,2024-05-15,2024-04-17,2024-12-30,309.0,Paid
875,83,5,2023-06-01,2024-11-24,2024-02-20,249.0,Paid
876,85,5,2024-03-13,2024-10-16,2023-06-08,4320.0,Paid
877,85,5,2023-11-09,2023-06-07,2023-11-09,5310.0,Paid
878,85,5,2024-10-01,2025-01-19,2024-03-26,4005.0,Paid
879,85,5,2024-10-05,2023-05-26,2024-05-02,3735.0,Paid
880,85,5,2023-06-28,2023-02-01,,5175.0,Paid
881,85,5,2024-08-22,2024-03-02,2023-04-08,4770.0,Paid
882,85,5,2024-07-13,2024-03-29,2024-09-03,5040.0,Paid
883,85,5,2024-09-13,2024-10-13,2024-06-14,4725.0,Overdue
884,85,5,2023-05-12,2023-04-03,2023-07-10,5085.0,Paid
885,85,5,2024-11-05,2023-04-27,,4140.0,Paid
886,85,5,2023-09-24,2024-10-21,2023-04-29,4725.0,Paid
887,85,5,2023-03-17,2024-09-06,2023-11-27,4095.0,Paid
888,85,5,2023-03-02,2023-11-29,,4590.0,Paid
889,85,5,2024-01-28,2023-03-23,2023-01-24,4500.0,Paid
890,85,5,2024-11-18,2023-02-13,,3915.0,Paid
891,85,5,2023-05-28,2023-03-16,2024-07-15,4905.0,Overdue
892,85,5,2023-07-29,2023-12-23,2023-02-19,5310.0,Overdue
893,85,5,2023-09-06,2024-04-05,2023-02-08,5310.0,Paid
894,85,5,2024-06-20,2024-03-28,2024-01-30,3600.0,Paid
895,85,5,2023-12-06,2024-08-03,,3960.0,Paid
896,85,5,2024-05-07,2024-07-14,2024-11-13,4590.0,Paid
897,85,5,2023-10-03,2024-09-24,2024-07-31,5400.0,Paid
898,85,5,2024-03-26,2023-03-13,2023-03-11,3960.0,Paid
899,85,5,2023-03-31,2024-01-14,2024-05-26,5400.0,Paid
900,85,5,2024-06-23,2024-01-13,,4185.0,Paid
901,86,5,2024-10-21,2023-12-15,2024-02-04,288.0,Paid
902,86,5,2023-09-15,2024-03-30,,288.0,Paid
903,86,5,2024-08-29,2023-12-01,2023-02-09,342.0,Paid
904,86,5,2024-04-20,2023-05-20,2024-04-14,330.0,Paid
905,86,5,2023-09-23,2024-12-24,,309.0,Paid
906,86,5,2023-08-15,2023-11-12,2024-06-14,351.0,Paid
907,86,5,2023-12-20,2024-05-09,2023-05-04,276.0,Paid
908,86,5,2024-04-14,2023-08-18,2024-05-16,306.0,Paid
909,86,5,2023-11-12,2024-08-12,,333.0,Overdue
910,86,5,2023-10-28,2024-07-06,2023-08-19,345.0,Paid
911,86,5,2023-02-11,2024-12-13,2023-06-01,345.0,Paid
912,86,5,2023-06-25,2023-06-24,2023-11-25,351.0,Paid
913,86,5,2024-02-12,2023-02-04,2024-12-30,300.0,Paid
914,86,5,2023-06-16,2023-06-20,2023-01-10,249.0,Paid
915,86,5,2023-04-30,2023-05-07,2023-12-24,282.0,Paid
916,86,5,2024-09-13,2024-09-09,2023-03-22,342.0,Paid
917,86,5,2024-05-07,2024-04-03,,279.0,Overdue
918,86,5,2024-04-13,2024-02-25,2023-09-09,291.0,Paid
919,86,5,2024-09-13,2023-06-15,2023-09-27,306.0,Paid
920,86,5,2024-05-27,2023-10-27,2024-04-30,354.0,Paid
921,86,5,2024-09-09,2024-06-25,2023-02-08,246.0,Paid
922,86,5,2024-02-18,2024-10-28,2024-09-30,327.0,Overdue
923,86,5,2023-07-30,2024-09-11,2023-07-03,306.0,Paid
924,86,5,2023-12-08,2024-02-03,2023-09-17,336.0,Paid
925,86,5,2023-06-22,2024-08-28,2024-12-13,324.0,Overdue
926,88,5,2023-02-02,2023-08-14,2023-01-20,309.0,Paid
927,88,5,2024-07-09,2024-09-07,2023-12-03,285.0,Paid
928,88,5,2024-10-01,2023-04-19,2024-10-02,291.0,Paid
929,88,5,2024-01-22,2023-07-28,2023-08-29,312.0,Paid
930,88,5,2024-08-31,2024-01-12,,306.0,Paid
931,88,5,2024-04-28,2024-02-05,2024-12-28,285.0,Paid
932,88,5,2024-06-05,2024-03-28,,312.0,Paid
933,88,5,2023-12-22,2024-06-17,,348.0,Paid
934,88,5,2024-09-18,2023-11-04,2024-04-07,354.0,Overdue
935,88,5,2024-02-24,2024-10-31,2023-02-28,258.0,Paid
936,88,5,2024-10-21,2024-12-06,2023-05-09,339.0,Paid
937,88,5,2023-03-24,2023-10-24,2023-06-29,267.0,Paid
938,88,5,2023-07-08,2024-12-26,2025-01-10,306.0,Paid
939,88,5,2024-04-19,2023-04-19,2023-06-27,282.0,Overdue
940,88,5,2023-12-14,2023-05-17,2023-04-05,261.0,Overdue
941,88,5,2023-11-15,2024-09-21,,303.0,Paid
942,88,5,2023-10-11,2024-10-19,2024-10-21,246.0,Paid
943,88,5,2023-11-05,2023-06-03,,264.0,Paid
944,88,5,2023-08-22,2024-02-29,2024-01-18,309.0,Paid
945,88,5,2024-03-20,2024-10-15,2023-10-20,333.0,Paid
946,88,5,2024-12-27,2023-06-04,2023-07-09,252.0,Paid
947,88,5,2024-11-21,2023-03-28,2023-08-17,333.0,Paid
948,88,5,2023-08-21,2024-11-19,2023-05-09,312.0,Paid
949,88,5,2024-12-08,2023-04-02,2024-02-02,270.0,Paid
950,88,5,2024-03-22,2025-01-16,2023-08-21,249.0,Paid
951,89,5,2023-11-27,2024-01-08,2023-03-27,324.0,Paid
952,89,5,2023-05-04,2023-09-27,2023-12-01,306.0,Paid
953,89,5,2024-02-05,2023-12-04,2023-02-14,300.0,Paid
954,89,5,2023-09-24,2024-04-13,2024-01-11,252.0,Paid
955,89,5,2024-10-31,2023-11-30,,303.0,Paid
956,89,5,2024-10-26,2024-04-12,2024-02-12,315.0,Paid
957,89,5,2024-12-12,2023-08-01,2023-09-24,357.0,Paid
958,89,5,2023-08-16,2023-10-27,2024-08-26,312.0,Paid
959,89,5,2024-02-27,2023-06-01,2024-09-20,354.0,Overdue
960,89,5,2024-10-11,2024-11-01,2024-06-12,243.0,Paid
961,89,5,2023-03-22,2023-06-21,,303.0,Paid
962,89,5,2024-10-14,2024-03-20,2024-03-04,240.0,Paid
963,89,5,2023-05-04,2024-04-14,,285.0,Paid
964,89,5,2023-05-09,2024-07-06,,345.0,Paid
965,89,5,2023-08-17,2023-11-03,2023-07-01,276.0,Paid
966,89,5,2024-04-04,2023-08-04,2023-09-29,270.0,Paid
967,89,5,2024-07-07,2024-04-13,2024-01-11,252.0,Paid
968,89,5,2023-11-09,2024-05-30,2024-11-03,258.0,Paid
969,89,5,2024-12-22,2023-06-25,2023-03-24,336.0,Overdue
970,89,5,2024-11-14,2023-12-02,2023-10-16,246.0,Written Off
971,89,5,2023-12-29,2023-10-29,,282.0,Paid
972,89,5,2024-06-11,2024-11-25,,294.0,Paid
973,89,5,2023-10-16,2024-03-18,,291.0,Paid
974,89,5,2024-09-24,2024-11-02,2023-08-10,348.0,Paid
975,89,5,2023-11-14,2023-08-17,2023-12-21,351.0,Paid
976,90,5,2024-05-13,2024-10-19,,339.0,Overdue
977,90,5,2024-12-18,2024-03-04,2024-03-18,294.0,Paid
978,90,5,2023-04-19,2024-07-15,,318.0,Paid
979,90,5,2024-06-12,2024-09-30,2023-02-17,324.0,Paid
980,90,5,2023-01-24,2023-03-10,2023-06-14,279.0,Paid
981,90,5,2024-02-02,2023-05-08,2023-03-06,240.0,Paid
982,90,5,2023-05-09,2023-10-13,2024-03-30,273.0,Paid
983,90,5,2023-08-30,2024-05-27,2023-05-05,303.0,Paid
984,90,5,2024-06-27,2024-12-10,2024-07-02,273.0,Paid
985,90,5,2024-10-10,2023-09-19,2024-05-23,300.0,Overdue
986,90,5,2023-04-11,2023-07-26,,267.0,Overdue
987,90,5,2023-09-11,2024-01-19,2023-03-17,297.0,Paid
988,90,5,2024-08-25,2024-02-18,2023-10-20,312.0,Overdue
989,90,5,2023-03-14,2025-01-15,2024-07-27,264.0,Paid
990,90,5,2024-04-15,2024-04-01,2024-12-15,249.0,Overdue
991,90,5,2023-04-07,2023-03-11,2023-07-05,309.0,Paid
992,90,5,2023-11-15,2024-01-26,,321.0,Paid
993,90,5,2024-11-25,2023-07-05,2023-11-21,345.0,Paid
994,90,5,2023-03-26,2024-11-21,2024-04-21,273.0,Paid
995,90,5,2024-10-02,2024-01-03,2024-01-25,258.0,Paid
996,90,5,2024-09-26,2024-02-24,,288.0,Paid
997,90,5,2024-01-28,2023-07-22,2024-09-18,324.0,Paid
998,90,5,2024-02-10,2024-09-01,2024-10-23,327.0,Paid
999,90,5,2024-10-05,2023-08-22,,354.0,Paid
1000,90,5,2024-09-18,2024-01-03,2023-08-29,315.0,Paid
1001,97,5,2023-03-05,2023-04-21,,1080.0,Overdue
1002,97,5,2023-02-21,2023-12-08,2023-09-26,1080.0,Paid
1003,97,5,2024-10-31,2024-11-03,2023-10-22,1104.0,Paid
1004,97,5,2024-10-16,2025-01-11,2023-04-23,1008.0,Paid
1005,97,5,2023-07-12,2023-11-15,2024-09-21,1056.0,Paid
1006,97,5,2023-10-27,2024-11-03,,1080.0,Paid
1007,97,5,2023-09-20,2023-06-23,,1428.0,Paid
1008,97,5,2024-05-30,2024-10-31,2024-08-01,1404.0,Paid
1009,97,5,2024-05-26,2024-01-15,2024-02-19,1224.0,Overdue
1010,97,5,2024-10-23,2023-08-16,2023-05-30,1236.0,Paid
1011,97,5,2023-12-12,2025-01-08,2023-03-12,1164.0,Paid
1012,97,5,2023-10-23,2023-07-16,2023-08-17,996.0,Paid
1013,97,5,2024-05-23,2023-08-02,,1200.0,Paid
1014,97,5,2024-07-14,2025-01-19,2024-04-19,1356.0,Paid
1015,97,5,2023-04-16,2024-06-17,2023-07-27,996.0,Paid
1016,97,5,2023-02-27,2024-11-01,2023-02-08,1152.0,Paid
1017,97,5,2024-04-06,2023-10-29,,972.0,Paid
1018,97,5,2023-08-21,2024-09-06,2024-06-08,1200.0,Overdue
1019,97,5,2023-07-17,2025-01-16,2023-09-08,1320.0,Paid
1020,97,5,2023-02-01,2023-06-17,2024-06-06,996.0,Paid
1021,97,5,2024-10-16,2024-01-05,2024-02-17,1056.0,Paid
1022,97,5,2023-08-22,2024-06-07,2023-06-11,1416.0,Paid
1023,97,5,2023-06-26,2024-06-16,2023-08-11,996.0,Paid
1024,97,5,2024-10-07,2024-03-06,2023-02-19,1356.0,Overdue
1025,97,5,2024-12-11,2024-12-13,2023-08-28,1344.0,Overdue
1026,98,5,2024-10-24,2024-12-11,2024-05-31,1128.0,Paid
1027,98,5,2023-10-24,2024-01-13,2024-12-29,1008.0,Paid
1028,98,5,2024-01-27,2023-08-27,2024-01-04,1104.0,Paid
1029,98,5,2023-12-15,2023-11-15,2024-02-29,972.0,Overdue
1030,98,5,2023-03-23,2024-01-06,2023-02-04,984.0,Overdue
1031,98,5,2024-01-06,2024-03-26,2024-09-24,1332.0,Paid
1032,98,5,2023-09-18,2023-04-05,,1368.0,Paid
1033,98,5,2024-11-24,2023-06-25,2024-02-10,1392.0,Paid
1034,98,5,2023-06-26,2024-10-05,2023-03-23,1128.0,Paid
1035,98,5,2023-09-16,2024-07-06,2023-02-10,1344.0,Paid
1036,98,5,2023-06-03,2023-11-21,2023-06-04,1320.0,Paid
1037,98,5,2024-04-26,2023-05-15,,1116.0,Overdue
1038,98,5,2023-02-10,2023-07-27,2023-11-30,1320.0,Paid
1039,98,5,2023-06-04,2023-12-25,,1176.0,Paid
1040,98,5,2023-05-04,2024-11-21,,1356.0,Overdue
1041,98,5,2023-02-08,2023-06-22,2023-02-14,960.0,Paid
1042,98,5,2023-03-04,2024-05-21,2024-06-23,1404.0,Paid
1043,98,5,2024-06-23,2024-06-07,2024-12-01,1332.0,Paid
1044,98,5,2023-02-16,2024-04-28,2024-02-06,984.0,Paid
1045,98,5,2024-07-13,2023-09-09,2024-12-08,1116.0,Paid
1046,98,5,2024-03-11,2023-11-21,,1200.0,Paid
1047,98,5,2023-01-28,2024-05-14,2023-12-06,984.0,Paid
1048,98,5,2023-04-18,2024-08-09,2023-01-31,1428.0,Paid
1049,98,5,2023-05-19,2024-10-17,,1056.0,Paid
1050,98,5,2024-05-07,2024-03-26,2023-05-14,1080.0,Paid
1051,99,5,2024-10-25,2023-02-15,2023-01-19,1020.0,Overdue
1052,99,5,2024-04-26,2023-09-05,,1164.0,Paid
1053,99,5,2024-02-19,2024-09-09,2023-12-30,1212.0,Paid
1054,99,5,2024-07-13,2023-04-02,,1128.0,Paid
1055,99,5,2023-02-07,2024-03-14,,1332.0,Overdue
1056,99,5,2023-10-27,2024-01-23,2024-08-14,1152.0,Paid
1057,99,5,2023-07-12,2023-05-24,,1224.0,Paid
1058,99,5,2024-06-13,2023-04-13,2023-04-28,1428.0,Paid
1059,99,5,2024-11-20,2023-03-04,2024-10-23,1428.0,Paid
1060,99,5,2023-05-03,2024-08-11,2024-03-17,996.0,Paid
1061,99,5,2024-03-18,2023-08-10,2024-09-11,1092.0,Paid
1062,99,5,2024-11-19,2024-02-04,2023-09-26,1416.0,Paid
1063,99,5,2024-12-28,2023-09-09,,1248.0,Paid
1064,99,5,2024-06-14,2024-09-17,2024-12-21,1200.0,Paid
1065,99,5,2024-09-25,2024-10-31,,1416.0,Paid
1066,99,5,2024-07-08,2023-10-28,2024-11-23,1056.0,Paid
1067,99,5,2024-11-21,2024-04-23,2024-03-07,1392.0,Paid
1068,99,5,2024-05-21,2024-11-10,2023-02-15,1044.0,Paid
1069,99,5,2023-12-10,2024-09-07,2024-07-05,1272.0,Overdue
1070,99,5,2024-05-06,2024-12-23,2023-05-14,972.0,Paid
1071,99,5,2024-12-11,2023-10-10,2024-05-19,972.0,Paid
1072,99,5,2024-03-20,2024-01-10,2023-07-20,960.0,Paid
1073,99,5,2024-12-20,2023-12-25,2023-11-15,972.0,Paid
1074,99,5,2024-01-15,2024-12-24,2023-07-15,1212.0,Overdue
1075,99,5,2024-05-04,2024-07-15,2024-06-21,996.0,Paid
1076,100,5,2024-04-04,2023-06-07,2023-09-20,315.0,Overdue
1077,100,5,2024-07-13,2025-01-01,2024-03-15,306.0,Paid
1078,100,5,2024-01-04,2024-04-30,2023-05-30,357.0,Paid
1079,100,5,2024-09-30,2024-12-19,2024-02-22,279.0,Overdue
1080,100,5,2024-07-15,2023-11-30,2023-10-08,297.0,Overdue
1081,100,5,2024-08-05,2024-11-28,,261.0,Paid
1082,100,5,2023-01-28,2023-10-27,2023-09-08,270.0,Overdue
1083,100,5,2024-09-23,2024-09-26,2023-02-05,252.0,Paid
1084,100,5,2023-07-11,2024-04-27,2023-12-26,306.0,Overdue
1085,100,5,2024-01-19,2024-03-23,,273.0,Paid
1086,100,5,2023-02-04,2024-04-18,2023-02-05,312.0,Overdue
1087,100,5,2023-11-07,2023-08-30,,354.0,Paid
1088,100,5,2024-09-22,2024-04-06,2024-04-20,291.0,Paid
1089,100,5,2023-03-27,2023-10-04,,351.0,Paid
1090,100,5,2023-05-09,2023-08-22,2024-11-30,297.0,Paid
1091,100,5,2023-09-29,2024-06-30,2023-05-06,360.0,Paid
1092,100,5,2024-10-20,2024-12-22,2024-10-31,255.0,Paid
1093,100,5,2023-02-17,2023-03-11,2024-08-21,312.0,Paid
1094,100,5,2023-06-25,2024-05-27,2023-01-21,354.0,Paid
1095,100,5,2024-11-06,2023-08-01,2024-04-20,285.0,Paid
1096,100,5,2024-10-05,2024-05-16,2024-10-14,348.0,Paid
1097,100,5,2023-10-29,2023-12-30,2024-08-31,264.0,Paid
1098,100,5,2024-11-05,2024-12-07,2024-10-26,360.0,Overdue
1099,100,5,2023-12-16,2023-08-01,2024-10-18,312.0,Paid
1100,100,5,2023-09-07,2024-10-25,,312.0,Overdue
1101,101,5,2023-04-23,2024-03-05,2024-02-16,1164.0,Overdue
1102,101,5,2023-04-14,2024-09-09,2024-08-13,1308.0,Paid
1103,101,5,2023-05-18,2023-05-01,2024-06-17,1128.0,Paid
1104,101,5,2024-11-13,2024-05-19,2024-10-11,1320.0,Overdue
1105,101,5,2023-02-06,2023-11-16,2024-04-16,1416.0,Paid
1106,101,5,2024-10-12,2023-03-22,2023-07-08,1344.0,Paid
1107,101,5,2023-04-30,2024-02-01,,1344.0,Paid
1108,101,5,2024-10-11,2024-06-19,2023-06-22,1356.0,Paid
1109,101,5,2023-10-22,2024-01-09,2023-03-09,960.0,Paid
1110,101,5,2023-01-15,2024-01-17,2024-11-25,1320.0,Paid
1111,101,5,2024-09-16,2024-02-06,2024-06-10,1368.0,Paid
1112,101,5,2024-05-03,2024-01-17,2024-08-10,1284.0,Paid
1113,101,5,2024-07-31,2024-09-14,,1320.0,Paid
1114,101,5,2024-03-08,2024-05-16,2024-04-01,1044.0,Paid
1115,101,5,2024-11-23,2024-10-02,,1056.0,Overdue
1116,101,5,2023-09-28,2023-02-28,2023-02-03,996.0,Paid
1117,101,5,2023-02-21,2023-04-21,,984.0,Paid
1118,101,5,2023-02-17,2024-01-20,,1164.0,Paid
1119,101,5,2024-02-15,2023-10-14,2023-05-08,1368.0,Overdue
1120,101,5,2024-07-29,2023-06-09,2023-09-10,1116.0,Paid
1121,101,5,2023-05-21,2024-11-02,,1164.0,Paid
1122,101,5,2024-02-07,2023-05-22,2023-08-16,1116.0,Overdue
1123,101,5,2024-10-01,2024-04-27,2023-06-26,1128.0,Paid
1124,101,5,2023-11-20,2024-11-23,2023-03-07,1260.0,Paid
1125,101,5,2023-08-08,2023-10-06,2024-05-04,1128.0,Paid
1126,102,5,2023-09-02,2024-04-24,,336.0,Overdue
1127,102,5,2024-11-07,2023-03-06,2024-06-07,297.0,Paid
1128,102,5,2023-02-22,2024-01-31,2023-06-21,270.0,Paid
1129,102,5,2024-11-19,2023-08-09,2023-02-26,345.0,Paid
1130,102,5,2023-10-02,2024-12-27,2024-03-14,321.0,Paid
1131,102,5,2023-01-09,2024-02-09,2024-11-26,243.0,Paid
1132,102,5,2023-09-30,2024-07-23,2023-01-23,261.0,Paid
1133,102,5,2024-02-09,2024-03-07,2023-02-22,339.0,Paid
1134,102,5,2024-11-11,2023-06-30,2024-05-31,309.0,Paid
1135,102,5,2024-03-26,2023-02-28,2023-05-12,255.0,Paid
1136,102,5,2024-11-17,2023-02-20,2023-02-21,360.0,Overdue
1137,102,5,2023-12-19,2023-09-10,2024-07-11,270.0,Paid
1138,102,5,2024-04-17,2024-09-20,2023-03-04,261.0,Paid
1139,102,5,2024-07-03,2024-01-25,2023-03-13,300.0,Paid
1140,102,5,2023-04-25,2024-02-05,2023-06-07,330.0,Paid
1141,102,5,2024-10-21,2023-09-20,2024-07-31,321.0,Paid
1142,102,5,2024-04-08,2024-02-17,2023-12-30,273.0,Overdue
1143,102,5,2023-10-20,2023-06-04,2024-03-16,333.0,Paid
1144,102,5,2023-03-04,2024-09-02,2023-12-21,333.0,Paid
1145,102,5,2023-03-30,2023-02-15,,333.0,Overdue
1146,102,5,2023-12-02,2024-04-18,2024-04-14,294.0,Paid
1147,102,5,2024-02-19,2023-10-09,2023-05-19,300.0,Paid
1148,102,5,2023-10-12,2023-04-11,2024-11-21,339.0,Paid
1149,102,5,2023-11-30,2024-01-16,2024-12-09,264.0,Paid
1150,102,5,2024-07-27,2023-10-27,2023-03-30,261.0,Paid
1151,103,5,2024-02-08,2023-12-04,2023-04-06,303.0,Paid
1152,103,5,2024-01-26,2023-03-30,2023-04-14,342.0,Paid
1153,103,5,2024-09-01,2023-02-02,2024-01-05,321.0,Paid
1154,103,5,2023-07-31,2023-04-08,2023-06-08,330.0,Overdue
1155,103,5,2024-07-21,2023-06-05,2023-12-23,291.0,Paid
1156,103,5,2023-08-26,2024-07-03,2023-08-29,354.0,Paid
1157,103,5,2024-10-30,2023-02-06,2024-11-17,297.0,Overdue
1158,103,5,2024-04-13,2023-04-12,2024-03-27,348.0,Paid
1159,103,5,2023-04-03,2023-02-23,2023-10-27,354.0,Overdue
1160,103,5,2023-02-13,2023-06-28,2023-10-08,291.0,Paid
1161,103,5,2023-05-17,2023-06-10,2023-10-27,327.0,Paid
1162,103,5,2023-01-10,2023-04-02,2024-09-04,339.0,Overdue
1163,103,5,2023-07-21,2024-11-06,,279.0,Paid
1164,103,5,2024-01-27,2023-08-22,2024-04-01,240.0,Paid
1165,103,5,2024-03-20,2024-10-21,2023-02-18,297.0,Paid
1166,103,5,2024-06-19,2024-02-05,2024-03-10,318.0,Paid
1167,103,5,2024-11-09,2024-06-05,2023-08-02,354.0,Paid
1168,103,5,2023-09-12,2023-03-22,,300.0,Overdue
1169,103,5,2023-03-09,2024-01-26,2024-06-22,270.0,Paid
1170,103,5,2024-01-14,2024-12-12,2024-01-21,297.0,Paid
1171,103,5,2024-11-21,2024-06-04,,324.0,Paid
1172,103,5,2023-04-28,2023-05-27,2023-05-23,279.0,Paid
1173,103,5,2024-05-18,2023-02-19,2024-10-10,324.0,Paid
1174,103,5,2023-07-12,2024-05-19,2023-01-16,258.0,Paid
1175,103,5,2024-07-08,2024-10-28,2024-12-20,339.0,Paid
1176,111,5,2024-12-22,2023-07-14,2024-03-16,294.0,Paid
1177,111,5,2024-04-16,2023-04-12,,306.0,Paid
1178,111,5,2023-04-06,2023-08-01,2023-05-06,273.0,Paid
1179,111,5,2023-10-11,2023-03-23,,291.0,Overdue
1180,111,5,2024-03-01,2024-05-06,2024-11-11,252.0,Paid
1181,111,5,2024-08-16,2023-11-15,2023-01-22,291.0,Paid
1182,111,5,2023-08-22,2024-09-14,,297.0,Paid
1183,111,5,2023-05-13,2023-04-06,2024-04-24,315.0,Overdue
1184,111,5,2023-10-25,2023-08-06,2024-08-16,252.0,Paid
1185,111,5,2024-03-10,2024-01-06,2023-11-25,309.0,Paid
1186,111,5,2023-01-28,2023-10-31,2023-08-08,309.0,Paid
1187,111,5,2023-06-15,2023-07-29,,288.0,Paid
1188,111,5,2023-01-05,2024-09-27,2024-07-12,354.0,Paid
1189,111,5,2023-10-01,2023-03-25,,333.0,Overdue
1190,111,5,2023-08-26,2025-01-18,2024-03-02,282.0,Paid
1191,111,5,2023-06-27,2024-05-09,2023-09-01,285.0,Paid
1192,111,5,2024-06-22,2024-11-23,2024-06-14,255.0,Paid
1193,111,5,2024-10-13,2023-03-08,2024-12-20,342.0,Paid
1194,111,5,2023-01-23,2024-09-14,2025-01-02,261.0,Paid
1195,111,5,2024-10-25,2025-01-06,2024-01-31,270.0,Overdue
1196,111,5,2023-10-01,2024-12-27,2023-06-09,240.0,Overdue
1197,111,5,2024-08-02,2024-11-13,,291.0,Paid
1198,111,5,2023-08-08,2023-06-01,2023-07-05,243.0,Paid
1199,111,5,2023-01-05,2023-10-15,,264.0,Overdue
1200,111,5,2024-11-09,2024-03-24,2023-11-20,264.0,Paid
1201,119,5,2023-01-28,2024-02-08,2023-10-05,1368.0,Paid
1202,119,5,2023-11-08,2023-03-27,,1284.0,Paid
1203,119,5,2023-04-08,2024-01-22,2023-03-05,960.0,Paid
1204,119,5,2024-04-13,2024-09-15,2024-10-05,1440.0,Overdue
1205,119,5,2024-04-13,2023-09-20,2024-04-25,1140.0,Paid
1206,119,5,2024-02-10,2024-02-29,2023-11-25,1068.0,Paid
1207,119,5,2024-09-03,2023-06-20,2023-11-20,1128.0,Paid
1208,119,5,2024-08-22,2024-10-25,2023-04-30,1416.0,Paid
1209,119,5,2023-09-30,2023-06-27,,1236.0,Paid
1210,119,5,2023-03-28,2024-10-29,2023-09-01,1428.0,Paid
1211,119,5,2024-08-03,2023-12-03,,972.0,Overdue
1212,119,5,2023-01-29,2024-06-03,2023-06-03,1284.0,Paid
