usage_id,account_id,usage_date,active_users,logins,feature_a_events,feature_b_events
14699,156,2024-05-19,39,48,43,19
14700,156,2023-01-06,45,114,63,20
14701,156,2024-04-09,54,136,12,8
14702,156,2024-12-15,39,49,68,22
14703,156,2024-12-01,51,94,36,13
14704,156,2024-05-04,34,86,42,23
14705,156,2024-12-16,40,255,8,65
14706,156,2024-03-31,27,318,126,15
14707,156,2023-06-07,50,75,7,44
14708,156,2024-12-17,51,120,26,70
14709,156,2024-01-26,36,28,35,10
14710,156,2024-05-24,25,84,51,121
14711,156,2023-05-27,42,125,34,44
14712,156,2024-06-25,36,300,102,86
14713,156,2024-03-12,41,96,49,21
14714,156,2023-09-30,59,306,27,12
14715,156,2024-01-10,37,222,106,3
14716,156,2024-01-04,17,41,77,77
14717,156,2023-10-04,46,150,196,15
14718,156,2024-06-18,25,92,91,62
14719,156,2023-03-23,55,120,93,32
14720,156,2024-08-24,49,88,29,45
14721,156,2024-02-15,57,70,72,77
14722,156,2024-08-12,37,192,25,12
14723,156,2023-03-08,34,114,39,27
14724,156,2023-09-19,60,18,58,36
14725,156,2023-04-19,59,54,11,11
14726,156,2023-01-14,37,40,95,40
14727,156,2024-10-19,48,47,98,105
14728,156,2024-01-22,17,198,46,25
14729,156,2023-01-10,32,260,45,31
14730,156,2023-08-03,45,108,72,46
14731,156,2024-03-29,35,74,41,41
14732,156,2023-03-14,40,15,108,14
14733,156,2023-04-06,16,84,29,11
14734,156,2023-09-21,16,16,34,7
14735,156,2024-01-02,32,55,177,21
14736,156,2024-09-04,17,180,171,11
14737,156,2024-07-27,41,135,83,105
14738,156,2023-11-23,46,32,6,13
14739,156,2024-04-16,55,51,28,24
14740,156,2024-09-24,60,31,27,26
14741,156,2024-01-29,29,15,87,27
14742,156,2023-05-11,56,252,36,30
14743,156,2024-05-06,26,45,99,82
14744,156,2024-10-29,35,324,49,131
14745,156,2023-09-26,47,95,30,47
14746,156,2024-10-16,30,51,244,37
14747,156,2023-10-09,34,56,117,27
14748,156,2024-02-23,20,120,27,46
14749,156,2024-03-18,19,200,46,43
14750,156,2023-07-14,54,141,70,144
14751,156,2023-05-01,28,82,10,24
14752,156,2023-06-26,20,342,28,26
14753,156,2023-08-07,18,165,255,62
14754,156,2023-12-24,36,37,18,24
14755,156,2024-01-06,52,275,226,10
14756,156,2024-05-15,23,120,46,25
14757,156,2024-08-06,23,59,63,35
14758,156,2024-06-19,49,294,33,63
14759,156,2023-06-16,48,225,43,44
14760,156,2023-01-08,15,144,23,6
14761,157,2023-12-08,29,54,105,46
14762,157,2024-03-17,44,288,132,37
14763,157,2023-01-30,32,31,156,6
14764,157,2023-07-11,53,140,95,71
14765,157,2023-10-06,55,135,118,16
14766,157,2024-05-24,45,150,33,20
14767,157,2024-02-26,52,66,61,92
14768,157,2023-03-11,18,120,18,29
14769,157,2024-11-22,49,152,120,18
14770,157,2023-11-15,22,44,65,8
14771,157,2023-11-25,54,90,153,15
14772,157,2024-04-08,30,290,119,35
14773,157,2023-04-01,16,312,131,40
14774,157,2023-03-04,36,180,36,63
14775,157,2024-03-06,49,76,137,7
14776,157,2024-02-20,53,111,138,41
14777,157,2023-08-27,23,60,27,14
14778,157,2023-02-10,27,216,45,40
14779,157,2023-01-18,44,50,23,75
14780,157,2023-08-31,32,117,77,37
14781,157,2023-03-05,58,54,14,36
14782,157,2024-06-03,16,98,194,44
14783,157,2023-12-22,42,135,28,38
14784,157,2023-12-30,19,120,204,84
14785,157,2023-08-24,34,56,50,15
14786,157,2024-06-07,44,145,11,10
14787,157,2023-06-04,34,37,158,35
14788,157,2024-07-17,57,98,117,58
14789,157,2024-08-27,49,159,65,35
14790,157,2024-04-07,57,42,57,65
14791,157,2024-01-11,22,208,90,13
14792,157,2023-01-07,44,102,54,21
14793,157,2024-10-01,23,108,91,34
14794,157,2024-10-21,42,95,207,35
14795,157,2023-07-21,23,198,20,51
14796,157,2024-12-27,23,162,20,34
14797,157,2024-04-18,30,22,21,42
14798,157,2024-01-01,25,222,31,48
14799,157,2023-09-28,22,204,21,15
14800,157,2023-10-23,24,176,36,47
14801,157,2024-01-14,31,56,233,29
14802,157,2024-05-07,43,45,54,33
14803,157,2024-10-01,37,51,112,18
14804,157,2024-06-02,34,60,33,62
14805,157,2024-07-27,33,94,36,63
14806,157,2023-06-25,16,108,86,14
14807,157,2023-06-21,35,210,54,46
14808,157,2023-03-27,32,210,30,12
14809,157,2023-03-11,35,36,102,46
14810,157,2023-12-11,52,75,96,102
14811,157,2024-07-11,46,265,48,8
14812,157,2023-12-31,19,90,100,28
14813,157,2024-10-24,18,174,159,44
14814,157,2024-05-13,25,135,46,17
14815,157,2023-02-25,36,62,51,6
14816,157,2023-08-13,39,123,81,35
14817,157,2024-03-14,35,40,66,14
14818,157,2023-05-29,20,30,89,27
14819,157,2024-12-25,16,41,40,53
14820,157,2024-08-11,19,171,18,21
14821,157,2024-03-19,27,342,71,10
14822,157,2024-08-05,42,156,113,24
14823,157,2023-08-04,15,57,58,49
14824,157,2024-09-01,47,177,129,104
14825,157,2024-12-10,35,66,54,14
14826,157,2023-05-06,19,156,10,13
14827,157,2024-04-25,44,195,24,18
14828,157,2024-02-11,44,144,17,98
14829,157,2023-06-30,21,172,80,34
14830,157,2023-04-20,51,40,46,47
14831,157,2023-09-23,27,156,24,25
14832,157,2023-08-03,56,54,73,61
14833,157,2023-01-16,18,234,19,35
14834,157,2024-10-17,22,230,13,23
14835,157,2023-05-10,24,90,141,53
14836,157,2024-08-17,55,100,33,37
14837,157,2023-09-12,44,120,34,52
14838,157,2024-03-19,34,225,187,139
14839,157,2024-05-27,23,265,52,17
14840,157,2023-03-24,19,45,33,16
14841,157,2024-07-18,46,69,32,68
14842,157,2024-06-11,54,88,42,63
14843,157,2023-02-07,17,58,33,36
14844,157,2024-12-12,38,50,93,24
14845,157,2023-02-05,37,150,73,23
14846,157,2023-07-18,34,30,25,61
14847,157,2024-01-20,22,92,73,79
14848,157,2023-03-07,48,200,97,11
14849,157,2023-08-11,19,18,77,37
14850,157,2023-07-11,41,228,129,43
14851,157,2024-09-29,53,72,17,50
14852,157,2024-05-13,17,58,55,18
14853,157,2023-01-09,42,145,151,13
14854,157,2024-05-05,16,276,114,62
14855,157,2023-08-05,53,236,149,10
14856,157,2024-10-13,56,250,194,7
14857,157,2024-03-15,49,66,58,103
14858,157,2023-01-22,19,64,48,73
14859,157,2024-01-09,56,162,40,11
14860,157,2024-10-06,27,90,34,8
14861,157,2023-03-16,40,80,28,33
14862,157,2023-06-29,44,28,193,19
14863,157,2023-01-13,57,120,33,46
14864,157,2023-03-02,52,126,18,12
14865,157,2023-05-18,26,234,34,20
14866,157,2023-01-28,27,43,62,22
14867,157,2024-05-03,53,38,21,49
14868,157,2024-09-30,56,245,47,8
14869,157,2024-09-24,48,164,75,19
14870,157,2023-01-10,24,295,5,27
14871,157,2024-01-21,54,17,65,51
14872,157,2024-08-30,18,41,40,11
14873,157,2023-04-29,57,40,30,47
14874,157,2023-01-28,42,118,79,28
14875,157,2023-08-12,33,270,67,46
14876,157,2023-08-06,40,99,42,18
14877,157,2024-11-04,30,111,30,76
14878,157,2024-11-05,24,252,14,33
14879,157,2024-07-04,22,300,92,66
14880,157,2024-01-23,17,81,29,37
14881,158,2023-04-14,4,84,31,0
14882,158,2024-04-22,4,18,32,25
14883,158,2023-06-17,3,24,21,2
14884,158,2024-02-29,8,33,10,10
14885,158,2023-06-14,9,48,25,3
14886,158,2023-11-10,3,12,34,10
14887,158,2024-03-15,4,70,10,5
14888,158,2024-05-13,12,10,10,8
14889,158,2023-07-15,7,55,19,9
14890,158,2023-12-31,13,28,4,1
14891,158,2024-08-08,12,25,9,25
14892,158,2023-09-12,12,6,17,18
14893,158,2024-09-22,13,32,61,3
14894,158,2024-08-04,4,20,38,6
14895,158,2024-03-23,5,33,4,19
14896,158,2023-08-20,13,35,8,3
14897,158,2024-03-04,6,28,3,12
14898,158,2023-04-07,15,70,10,10
14899,158,2023-07-18,13,8,21,7
14900,158,2023-07-31,11,36,13,12
14901,158,2024-11-05,5,18,25,24
14902,158,2024-04-23,12,65,31,13
14903,158,2024-05-25,9,18,13,1
14904,158,2023-05-15,8,48,4,3
14905,158,2023-07-11,14,36,46,3
14906,158,2024-08-15,11,25,18,6
14907,158,2023-06-20,11,7,16,12
14908,158,2023-05-30,9,5,21,1
14909,158,2023-05-30,15,3,1,2
14910,158,2023-05-15,3,16,17,3
14911,158,2024-03-24,10,33,23,4
14912,158,2024-12-04,9,78,31,22
14913,158,2023-06-16,15,4,42,10
14914,158,2024-10-29,6,22,26,7
14915,158,2023-12-20,8,52,21,2
14916,158,2023-12-09,12,75,22,2
14917,158,2023-07-13,14,90,59,19
14918,158,2024-06-26,11,14,3,3
14919,158,2024-03-18,3,12,4,2
14920,158,2023-06-10,10,45,6,5
14921,158,2024-12-25,4,10,40,14
14922,158,2024-10-27,5,20,19,19
14923,158,2024-09-14,15,24,7,6
14924,158,2024-04-01,7,42,21,9
14925,158,2023-12-03,4,16,3,2
14926,158,2024-03-23,5,7,62,11
14927,158,2023-02-05,10,75,30,13
14928,158,2023-01-04,7,78,18,8
14929,158,2024-09-10,15,48,25,19
14930,158,2024-09-20,9,50,20,3
14931,158,2023-09-13,5,42,20,5
14932,158,2023-10-07,15,36,4,4
14933,158,2024-03-06,7,30,14,7
14934,158,2023-07-21,6,15,9,31
14935,158,2023-02-13,5,65,11,4
14936,158,2023-06-27,8,27,50,7
14937,158,2023-08-02,6,9,23,3
14938,158,2024-04-26,9,60,20,17
14939,158,2024-08-10,13,32,11,15
14940,158,2024-03-16,6,65,5,2
14941,158,2023-08-18,4,40,9,5
14942,158,2023-07-11,8,7,4,6
14943,158,2024-03-01,14,6,9,7
14944,158,2024-02-07,13,8,10,16
14945,158,2023-07-16,10,13,4,8
14946,158,2024-10-16,10,26,6,2
14947,158,2024-09-26,9,12,1,9
14948,158,2023-11-07,10,55,6,2
14949,158,2024-11-01,9,18,9,1
14950,158,2023-10-31,10,42,11,5
14951,158,2023-10-08,6,12,19,21
14952,158,2024-04-01,15,32,5,4
14953,158,2023-01-25,15,75,6,5
14954,158,2023-08-26,8,16,18,25
14955,158,2024-11-14,5,48,29,40
14956,158,2024-07-11,8,24,10,4
14957,158,2023-11-08,3,27,9,32
14958,158,2023-02-11,9,84,12,24
14959,158,2024-06-26,5,12,12,14
14960,158,2024-03-16,12,60,5,16
14961,158,2024-12-28,14,36,10,7
14962,158,2023-03-02,4,13,42,15
14963,158,2024-10-11,4,42,54,7
14964,158,2024-05-11,11,45,11,10
14965,158,2023-12-09,12,5,6,2
14966,158,2023-07-28,7,45,12,16
14967,158,2024-11-14,3,12,20,6
14968,158,2024-12-14,5,9,2,15
14969,158,2024-03-23,7,14,21,9
14970,158,2023-02-04,10,28,14,4
14971,158,2024-01-26,14,54,25,25
14972,158,2023-06-28,7,30,18,5
14973,158,2023-06-26,14,54,15,8
14974,158,2023-08-08,10,60,25,25
14975,158,2024-02-18,13,5,26,9
14976,158,2024-02-20,14,35,8,1
14977,158,2024-04-10,3,36,7,6
14978,158,2024-06-06,15,16,40,4
14979,158,2023-01-14,4,4,4,6
14980,158,2023-11-17,5,27,39,9
14981,158,2023-04-19,11,42,36,7
14982,158,2023-03-20,15,26,8,33
14983,158,2023-08-01,11,27,20,15
14984,158,2024-10-22,14,10,17,0
14985,158,2024-12-30,13,24,12,6
14986,158,2024-12-28,5,70,7,7
14987,158,2023-08-11,9,54,11,5
14988,158,2023-09-15,9,3,36,8
14989,158,2023-04-03,12,60,35,8
14990,158,2023-05-19,10,7,14,14
14991,158,2024-08-21,5,32,22,1
14992,158,2023-01-01,7,18,25,1
14993,158,2023-08-28,4,72,35,4
14994,158,2024-09-01,11,30,23,13
14995,158,2023-07-19,15,65,24,5
14996,158,2024-05-04,15,36,21,13
14997,158,2024-10-26,15,55,4,6
14998,158,2024-02-11,6,25,9,23
14999,158,2024-07-27,7,36,28,1
15000,158,2023-10-10,3,18,13,0
15001,159,2024-08-20,75,972,43,360
15002,159,2023-04-30,59,174,223,61
15003,159,2024-08-02,82,130,275,59
15004,159,2024-02-28,79,665,247,177
15005,159,2024-10-14,168,393,312,134
15006,159,2023-02-13,112,300,221,124
15007,159,2023-07-23,91,480,280,51
15008,159,2023-09-17,126,548,231,103
15009,159,2024-04-07,106,605,85,218
15010,159,2023-01-21,165,360,280,264
15011,159,2024-08-31,91,1038,212,14
15012,159,2023-07-22,124,244,78,110
15013,159,2023-04-20,125,288,119,178
15014,159,2024-09-24,55,166,233,270
15015,159,2024-01-06,120,408,112,60
15016,159,2023-03-23,73,447,130,20
15017,159,2024-03-20,99,378,145,156
15018,159,2023-11-16,113,775,470,16
15019,159,2024-09-23,69,764,456,34
15020,159,2023-01-17,134,528,91,64
15021,159,2024-11-11,161,756,647,25
15022,159,2023-12-01,195,270,281,69
15023,159,2023-01-16,61,894,278,37
15024,159,2023-06-18,173,525,279,99
15025,159,2023-04-11,50,110,48,89
15026,159,2023-02-10,94,780,229,90
15027,159,2023-09-14,78,114,572,69
15028,159,2024-03-22,56,960,230,102
15029,159,2023-11-09,122,537,73,183
15030,159,2023-11-10,189,456,73,94
15031,159,2023-06-19,148,780,85,92
15032,159,2023-11-11,67,285,289,201
15033,159,2024-05-29,181,426,196,237
15034,159,2024-01-21,83,190,612,211
15035,159,2024-12-02,151,344,31,47
15036,159,2023-10-24,178,597,600,141
15037,159,2023-04-11,58,400,79,152
15038,159,2023-01-07,73,915,514,57
15039,159,2023-09-29,150,148,215,73
15040,159,2023-06-10,85,375,62,346
15041,159,2023-05-29,176,960,818,32
15042,159,2024-12-10,125,290,40,18
15043,159,2023-11-10,117,435,761,588
15044,159,2024-08-29,126,260,148,74
15045,159,2023-11-19,60,650,124,93
15046,159,2024-10-13,192,198,288,50
15047,159,2023-02-16,134,573,688,108
15048,159,2023-03-06,123,552,210,86
15049,159,2024-01-12,122,64,132,161
15050,159,2024-07-03,156,600,142,102
15051,159,2024-04-29,111,756,166,56
15052,159,2024-07-11,98,420,82,113
15053,159,2024-12-27,99,60,186,264
15054,159,2023-02-26,139,372,80,54
15055,159,2023-06-09,115,805,534,149
15056,159,2023-03-29,139,624,534,65
15057,159,2024-03-25,101,220,30,92
15058,159,2024-02-05,169,822,336,46
15059,159,2023-04-30,86,440,208,76
15060,159,2023-06-18,184,185,131,244
15061,159,2024-12-12,104,468,589,76
15062,159,2024-08-19,200,345,192,51
15063,159,2024-04-09,144,120,210,131
15064,159,2024-11-07,124,339,143,25
15065,159,2023-02-28,114,392,85,34
15066,159,2024-06-23,154,652,220,74
15067,159,2023-05-21,125,400,465,85
15068,159,2023-06-12,168,568,50,142
15069,159,2023-10-06,141,89,282,336
15070,159,2024-08-07,55,183,151,141
15071,159,2023-09-11,170,950,302,229
15072,159,2023-06-03,79,291,204,91
15073,159,2024-03-29,146,525,569,81
15074,159,2023-07-27,75,179,749,102
15075,159,2023-11-24,110,89,93,147
15076,159,2023-12-23,133,412,203,14
15077,159,2024-08-13,87,273,22,70
15078,159,2024-07-21,199,1044,231,38
15079,159,2023-05-23,70,552,271,206
15080,159,2023-02-22,63,86,273,83
15081,159,2023-09-13,128,56,248,116
15082,159,2024-10-05,194,610,237,293
15083,159,2023-10-26,152,610,115,50
15084,159,2023-02-08,106,236,98,297
15085,159,2023-04-08,117,864,90,176
15086,159,2023-10-17,116,260,155,96
15087,159,2024-07-24,81,530,240,76
15088,159,2024-12-24,136,234,41,67
15089,159,2023-08-17,89,365,189,230
15090,159,2023-07-23,83,420,277,253
15091,159,2024-11-30,93,660,84,80
15092,159,2024-10-27,198,168,41,122
15093,159,2023-03-13,51,87,534,30
15094,159,2023-06-07,90,450,427,114
15095,159,2023-07-13,85,550,458,376
15096,159,2024-09-05,114,231,411,32
15097,159,2023-05-04,99,416,547,59
15098,159,2024-06-10,162,476,163,69
15099,159,2023-03-15,177,388,150,147
15100,159,2023-08-20,104,306,126,74
15101,159,2024-01-31,50,668,169,42
15102,159,2023-01-16,132,549,142,33
15103,159,2024-05-22,106,288,159,42
15104,159,2024-04-29,67,332,128,341
15105,159,2023-01-26,139,876,192,92
15106,159,2024-12-01,166,366,261,146
15107,159,2023-10-30,153,1092,131,15
15108,159,2024-04-19,134,53,115,121
15109,159,2024-04-02,78,380,293,202
15110,159,2024-03-22,162,267,297,432
15111,159,2024-11-10,132,965,99,206
15112,159,2024-07-16,61,378,124,21
15113,159,2024-02-09,121,1176,62,60
15114,159,2024-11-08,118,822,72,199
15115,159,2024-08-27,99,666,170,58
15116,159,2024-07-26,61,475,263,114
15117,159,2023-01-04,94,360,166,249
15118,159,2024-03-13,95,309,607,28
15119,159,2023-11-21,65,116,350,104
15120,159,2024-09-19,143,702,380,81
15121,160,2023-08-06,15,39,3,15
15122,160,2023-02-04,9,3,13,24
15123,160,2024-01-07,13,52,16,9
15124,160,2023-08-25,7,36,64,10
15125,160,2023-02-22,9,24,28,21
15126,160,2023-06-28,11,13,3,14
15127,160,2023-01-19,15,44,22,3
15128,160,2024-11-28,9,15,9,29
15129,160,2024-01-06,15,12,12,27
15130,160,2023-12-10,5,20,11,20
15131,160,2024-03-18,15,90,28,4
15132,160,2023-08-25,8,11,7,2
15133,160,2023-03-29,5,50,17,2
15134,160,2024-03-18,10,16,16,9
15135,160,2024-12-18,10,16,14,5
15136,160,2023-12-20,11,11,11,3
15137,160,2024-05-03,11,30,9,9
15138,160,2023-09-19,5,39,1,6
15139,160,2023-02-08,10,30,60,4
15140,160,2023-11-28,8,15,48,11
15141,160,2023-12-19,12,15,8,2
15142,160,2024-10-12,14,14,11,16
15143,160,2023-05-10,12,12,7,9
15144,160,2024-11-09,15,18,15,2
15145,160,2023-02-03,13,6,10,4
15146,160,2023-06-06,4,8,6,1
15147,160,2023-11-18,10,78,18,7
15148,160,2023-02-22,9,32,12,1
15149,160,2024-01-25,10,6,31,6
15150,160,2024-05-25,12,3,10,4
15151,160,2024-04-17,4,16,25,4
15152,160,2023-09-16,3,9,19,15
15153,160,2023-07-23,4,3,38,11
15154,160,2023-09-23,15,60,40,22
15155,160,2023-05-20,10,33,2,21
15156,160,2023-08-17,11,28,30,1
15157,160,2023-05-29,7,12,5,15
15158,160,2023-01-02,15,25,4,24
15159,160,2024-09-22,6,24,18,7
15160,160,2024-05-27,3,16,13,15
15161,160,2024-01-08,7,30,26,3
15162,160,2024-08-14,5,24,12,5
15163,160,2024-03-29,5,32,21,9
15164,160,2023-11-19,11,42,15,4
15165,160,2024-08-14,9,40,12,0
15166,160,2024-12-23,13,35,9,4
15167,160,2024-12-23,14,5,21,1
15168,160,2023-12-12,7,13,12,10
15169,160,2023-03-06,10,18,11,7
15170,160,2023-09-14,15,24,12,3
15171,160,2023-12-10,4,55,14,6
15172,160,2023-09-27,11,24,43,6
15173,160,2024-09-12,7,21,5,5
15174,160,2023-01-06,4,65,16,6
15175,160,2024-04-27,10,22,10,1
15176,160,2024-05-12,15,44,3,4
15177,160,2023-05-03,6,84,36,25
15178,160,2024-09-14,8,6,35,7
15179,160,2024-10-08,4,20,5,4
15180,160,2023-08-14,5,3,27,6
15181,160,2023-07-21,14,84,28,26
15182,160,2023-03-16,9,20,10,32
15183,160,2024-05-27,6,40,10,5
15184,160,2024-11-06,6,18,34,2
15185,160,2023-01-07,11,6,8,3
15186,160,2023-02-21,7,18,19,14
15187,160,2023-08-31,4,44,47,24
15188,160,2023-06-03,10,21,31,9
15189,160,2023-12-20,3,30,21,5
15190,160,2023-07-15,9,26,18,2
15191,160,2024-01-31,4,6,10,0
15192,160,2024-07-23,4,20,45,3
15193,160,2023-05-18,6,12,27,9
15194,160,2024-01-03,12,32,44,11
15195,160,2024-06-11,4,10,3,9
15196,160,2024-03-22,6,12,11,36
15197,160,2023-07-28,6,20,11,6
15198,160,2024-06-29,5,18,17,4
15199,160,2023-07-23,11,36,10,5
15200,160,2023-04-05,11,8,7,3
15201,160,2023-02-16,7,33,4,10
15202,160,2024-07-10,11,30,46,8
15203,160,2023-01-31,8,14,13,0
15204,160,2024-09-12,8,4,8,14
15205,160,2023-02-26,5,3,9,6
15206,160,2023-12-14,4,60,12,2
15207,160,2024-08-22,13,7,20,3
15208,160,2023-03-15,15,42,19,4
15209,160,2023-09-20,12,72,31,23
15210,160,2024-04-06,12,60,13,5
15211,160,2023-03-17,13,10,14,27
15212,160,2024-04-12,14,33,2,21
15213,160,2023-08-02,13,28,23,0
15214,160,2023-07-24,13,36,3,2
15215,160,2024-03-10,15,60,14,3
15216,160,2024-07-23,4,16,1,16
15217,160,2023-05-15,8,14,5,3
15218,160,2023-07-06,10,16,3,5
15219,160,2024-06-11,6,16,13,4
15220,160,2024-01-04,15,45,7,10
15221,160,2023-12-07,15,70,21,15
15222,160,2024-05-30,15,20,36,3
15223,160,2024-06-23,5,28,3,1
15224,160,2024-10-23,13,10,5,10
15225,160,2023-11-28,11,12,42,8
15226,160,2024-02-27,5,6,7,1
15227,160,2023-08-12,7,16,8,1
15228,160,2023-06-04,8,39,7,30
15229,160,2023-01-21,12,48,22,1
15230,160,2024-08-03,3,60,49,2
15231,160,2023-06-20,12,26,11,4
15232,160,2023-10-10,8,18,20,4
15233,160,2024-03-29,7,42,10,2
15234,160,2023-02-27,8,30,9,3
15235,160,2023-07-31,10,5,9,8
15236,160,2024-06-13,10,10,10,25
15237,160,2024-08-31,3,70,3,33
15238,160,2023-05-28,5,12,5,12
15239,160,2024-04-06,10,4,11,1
15240,160,2023-09-26,8,5,10,39
15241,161,2023-01-01,53,460,600,128
15242,161,2024-09-18,148,912,176,51
15243,161,2023-10-01,84,930,57,118
15244,161,2023-03-07,198,228,583,81
15245,161,2024-03-02,78,390,109,47
15246,161,2024-10-13,194,312,56,282
15247,161,2024-10-05,102,158,230,118
15248,161,2023-08-17,99,1200,171,20
15249,161,2024-01-24,82,294,282,118
15250,161,2024-04-27,50,332,194,61
15251,161,2023-11-25,50,675,27,312
15252,161,2023-03-15,91,148,30,314
15253,161,2024-11-25,183,996,73,78
15254,161,2023-09-03,170,950,360,206
15255,161,2024-02-24,152,795,64,73
15256,161,2024-07-10,150,816,544,130
15257,161,2024-07-25,134,450,36,231
15258,161,2023-09-04,133,69,197,86
15259,161,2023-06-08,61,384,90,354
15260,161,2023-07-27,71,792,371,26
15261,161,2023-11-09,87,515,669,55
15262,161,2024-05-09,147,435,310,136
15263,161,2023-01-13,135,960,429,200
15264,161,2023-02-25,106,965,406,47
15265,161,2023-11-04,78,560,60,178
15266,161,2023-02-11,169,200,66,294
15267,161,2024-01-04,161,64,348,336
15268,161,2024-06-23,112,72,336,404
15269,161,2024-03-18,141,342,93,348
15270,161,2024-04-14,188,232,104,158
15271,161,2024-11-07,175,516,268,78
15272,161,2023-11-08,174,680,626,99
15273,161,2024-02-17,200,180,119,243
15274,161,2023-05-13,105,384,117,86
15275,161,2023-05-04,159,226,106,110
15276,161,2024-10-29,61,600,239,16
15277,161,2023-05-05,114,190,165,57
15278,161,2023-06-07,94,198,229,119
15279,161,2023-10-09,95,300,317,221
15280,161,2024-03-22,182,340,114,158
15281,161,2024-08-20,183,668,487,76
15282,161,2023-07-08,135,93,339,127
15283,161,2024-07-26,71,178,424,347
15284,161,2023-09-25,60,252,659,122
15285,161,2023-08-12,156,174,282,59
15286,161,2024-10-08,124,690,402,92
15287,161,2024-08-23,138,300,780,386
15288,161,2024-04-13,158,540,448,105
15289,161,2023-12-13,80,75,552,164
15290,161,2024-12-14,189,324,261,162
15291,161,2023-04-28,139,740,459,53
15292,161,2024-06-30,65,942,240,106
15293,161,2023-06-20,151,402,97,146
15294,161,2023-12-30,52,675,211,107
15295,161,2024-08-24,132,300,139,122
15296,161,2024-07-02,103,179,605,11
15297,161,2023-10-18,53,544,320,42
15298,161,2024-11-09,110,372,235,186
15299,161,2024-05-31,115,558,851,328
15300,161,2023-02-04,93,500,301,26
15301,161,2023-03-27,77,339,81,69
15302,161,2024-08-20,97,380,200,64
15303,161,2024-01-19,96,612,706,94
15304,161,2024-06-12,171,540,167,90
15305,161,2023-06-02,144,104,294,31
15306,161,2023-06-24,177,549,66,82
15307,161,2024-03-25,186,412,584,180
15308,161,2023-09-22,149,182,405,282
15309,161,2023-11-09,58,438,495,108
15310,161,2024-07-23,179,286,552,280
15311,161,2023-04-25,112,106,120,193
15312,161,2023-03-27,140,136,68,451
15313,161,2024-02-13,83,234,79,75
15314,161,2024-02-19,66,882,270,61
15315,161,2023-10-01,159,495,161,108
15316,161,2024-02-09,196,372,337,61
15317,161,2023-05-23,175,762,418,72
15318,161,2024-03-13,128,314,219,183
15319,161,2024-03-02,151,550,60,32
15320,161,2024-03-05,94,154,782,307
15321,161,2024-01-25,120,302,559,56
15322,161,2024-08-27,51,652,199,146
15323,161,2024-10-04,85,470,73,122
15324,161,2023-07-11,86,108,115,84
15325,161,2023-04-02,174,576,102,63
15326,161,2023-02-21,119,356,219,216
15327,161,2023-07-10,53,318,105,175
15328,161,2023-10-11,119,142,200,66
15329,161,2023-06-26,101,588,275,254
15330,161,2023-08-15,193,417,116,43
15331,161,2023-10-07,128,166,51,34
15332,161,2023-03-22,170,420,446,51
15333,161,2023-08-27,77,258,99,277
15334,161,2023-10-17,76,336,82,371
15335,161,2023-07-25,115,438,126,145
15336,161,2023-04-05,168,352,120,184
15337,161,2024-03-09,57,512,176,166
15338,161,2024-07-23,174,504,188,253
15339,161,2023-02-13,51,222,259,152
15340,161,2023-03-22,69,125,30,185
15341,161,2023-06-02,143,484,128,35
15342,161,2023-03-21,114,372,470,42
15343,161,2023-09-03,98,335,762,195
15344,161,2023-08-26,141,273,176,252
15345,161,2024-02-06,199,388,201,50
15346,161,2024-06-24,165,520,282,312
15347,161,2024-10-29,158,492,193,132
15348,161,2024-06-19,136,672,106,163
15349,161,2024-01-06,162,52,175,39
15350,161,2024-09-12,200,130,532,159
15351,161,2023-04-21,163,450,452,16
15352,161,2023-06-18,151,165,100,183
15353,161,2023-01-12,123,63,28,155
15354,161,2024-12-30,133,141,116,48
15355,161,2023-04-26,133,768,96,143
15356,161,2024-06-16,119,356,283,234
15357,161,2024-11-18,85,568,214,69
15358,161,2023-07-19,106,1170,218,10
15359,161,2024-01-23,90,170,80,30
15360,161,2024-10-11,188,380,206,77
15361,163,2024-12-23,37,86,12,95
15362,163,2023-07-31,56,60,36,95
15363,163,2024-08-31,16,168,57,12
15364,163,2024-03-19,36,125,96,66
15365,163,2024-04-05,31,156,153,28
15366,163,2023-02-22,32,232,43,33
15367,163,2023-05-30,37,108,104,60
15368,163,2023-08-23,32,300,47,29
15369,163,2023-07-17,43,32,101,89
15370,163,2024-08-04,25,258,19,71
15371,163,2023-10-15,53,114,36,54
15372,163,2024-09-30,24,47,13,72
15373,163,2024-07-01,59,38,77,41
15374,163,2023-08-26,25,82,56,20
15375,163,2023-09-25,47,123,59,84
15376,163,2023-04-21,29,118,59,109
15377,163,2023-03-04,43,60,20,25
15378,163,2024-04-23,49,132,35,28
15379,163,2023-07-04,54,117,33,16
15380,163,2023-02-01,16,90,54,63
15381,163,2023-03-18,19,54,34,84
15382,163,2023-04-14,21,57,137,18
15383,163,2024-10-07,19,41,8,4
15384,163,2024-01-11,15,87,121,49
15385,163,2023-08-16,24,44,97,6
15386,163,2024-04-18,32,270,39,8
15387,163,2024-12-23,39,176,44,40
15388,163,2024-01-10,41,87,140,98
15389,163,2023-08-28,29,96,32,41
15390,163,2024-01-08,37,264,105,93
15391,163,2024-02-11,50,80,168,28
15392,163,2024-12-12,59,16,49,33
15393,163,2023-10-02,45,50,18,28
15394,163,2024-05-21,52,228,77,25
15395,163,2024-01-24,33,45,204,14
